sentence,label
ग्वाल्हेरचे चौथे मोठे मराठा नेते दौलतराव शिंदे यांनी राजस्थानवरील नियंत्रण गमावले असले तरीही त्यांनी राजस्थानला दबाव आणि मुत्सद्देगिरीने तटस्थ राहण्याचे पटवून दिले।,human
ब्रिटिशांच्या निर्णायक विजयाने मराठा साम्राज्य फुटले आणि स्वराज्याचा अंत झाला।,human
पेशवेच्या सैन्याने शक्य तितका प्रतिकार करीत इंग्रजांना रोखण्यासाठी अनेक लहान लढाया लढल्या।,human
शेवटी इंग्रजांनी पेशवाई ताब्यात घेतली आणि दुसऱ्या बाजीरावाला कानपूरजवळील बिठूर येथे एका लहान जहागिरीला तडीपार करण्यात आले आले।,human
पेशवाईचा बहुतांश प्रदेश मुंबई प्रेसिडेंसीमध्ये विलीन केला गेला।,human
साताराच्या महाराजांना त्यांच्या संस्थानावर कायम ठेवले गेले।,human
१८४८ मध्ये लॉर्ड डलहौसीच्या डॉक्ट्रीन ऑफ लॅप्सच्या बनावाखाली बॉम्बे प्रेसिडेन्सीने सातारा संस्थानसुद्धा खालसा केले।,human
"नागपूर व भोवतालच्या राजवटीचा उरलेला भाग, तसेच बुंदेलखंडमधील पेशव्याचे प्रदेश ब्रिटिश भारताचे सौगोर आणि नेरबुद्दा प्रांत म्हणून जोडले गेले।",human
ब्रिटिशांनी होळकरांचे इंदूर शिंद्यांचे ग्वाल्हेर व पेशव्यांच्या हुकुमतीतील झांसी ही संस्थाने आपल्या अंमलात आणली।,human
ब्रिटिशांनी पुण्याकडे चाल केलेली पाहून बाजीरावाने हुजुरत घेउन पुरंदरकडे पलायन केले।,human
१३ नोव्हेंबरला जनरल स्मिथ सध्याच्या डेक्कन कॉलेजच्या जवळील आपल्या छावणीतून मुळा नदी ओलांडून घोरपडी येथे आला।,human
पेशव्यांच्या पाठलाग रोखण्यासाठी बापू गोखल्यांनी त्याच्याशी झटापटी सुरू ठेवल्या।,human
"विंचूरकरांची ५,०००ची फौज मुळा-मुठेच्या फौजेला संगमावर थांबलेली होती।",human
त्याला न जुमानता स्मिथ पुण्यात शिरला।,human
पुण्यात त्याला काहीही प्रतिकार झाला नाही।,human
"१७ नोव्हेंबर, १८१७ रोजी ब्रिटिशांनी शनिवार वाड्यात प्रवेश करून त्यावर युनियन जॅक फडकाविला।",human
इकडे पेशवे पुरंदरावरून साताऱ्याकडे आणि नंतर कोरेगांव भीमा येथे गेले।,human
कोतवाली चावडीवरील भगवे झेंडे तसेच ठेवले गेले।,human
ते आष्टीच्या लढाईनंतर उतरवण्यात आले।,human
"१ जानेवारी, १८१८ रोजी ब्रिटिशांनी मराठ्यांना कोरेगावला गाठले।",human
"कॅप्टन स्टाँटन ५,००० शिपाई, २०० भाडोत्री घोडेस्वार आणि ३ किलोचे गोळे फेकणाऱ्या २ तोफा घेउन पुण्याच्या वायव्येस भीमा नदीच्या काठावरील या गावाजवळ आला।",human
स्टाँटनच्या सैन्यात फक्त २४ युरोपियन होते ते सुद्धा तोफा चालवणारे होते।,human
इतर सगळे एतद्देशीय सैनिक होती।,human
मराठ्यांनी गावाभोवती तटबंदी उभारून मोर्चेबांधणी केली होती।,human
थंडीच्या मोसमात भीमा नदीत फारसे पाणी नव्हते आणि उथळ पाण्यातून ती सहज पार करता येत होती।,human
स्टाँटनने लगेचच गावाचा ताबा घेतला पण मराठ्यांची तटबंदी त्याला सहजासहजी भेदता आली नाही।,human
त्याने गावाचे व मराठ्यांचे पाणी तोडले।,human
मराठ्यांनी तटबंदीतून बाहेर येउन लढाई सुरू केली।,human
गल्ली-बोळांतून चाललेल्या या हातघाईच्या लढाईत प्रत्येक गल्ली दोन्ही पक्षांच्या हातात अनेकदा आली आणि निसटली।,human
मराठ्यांनी ब्रिटिश तोफांचाही ताबा घेतला पण तो त्यांना राखता आला नाही।,human
मराठा सरदार त्र्यंबकजीने लेफ्टनंट चिशोमला ठार मारले व चिशोमने बापू गोखल्यांचा एकुलता एक मुलगा गोविंदच्या मृत्यूचा वचपा काढला।,human
मराठ्यांनी रातोरात गावातून पाय काढला आणि ते पसार झाले।,human
दुसऱ्या ठिकाणी जाउन तेथे पुन्हा झुंजायचा गनिमी कावा त्यांनी अवलंबलिला होता।,human
या लढाईत मराठ्यांचे ५००-६०० सैनिक कामी आले।,human
जनरल स्टाँटनने आपली फौज घेउन पुण्याकडे कूच केली पण तेथ न जाता तो शिरुर येथेच थांबला।,human
जरी या लढाईत ब्रिटिशांचा विजय झालेला दिसत असला तरी प्रत्यक्षात हा निसटताच होता असे त्यांच्या पत्रव्यवहारात दिसून येते।,human
जानेवारी १८१८मधील नोंदींनुसार बॉम्बे नेटिव्ह इन्फंट्रीच्या दुसऱ्या बटालियनच्या १ल्या रेजिमेंटचा कमांडर स्टाँटन सुदैवाने आपला मोर्चा परत सेरूरमध्ये परतू शकला आहे।,human
"१२५ जखमी, गोरेगाव येथे ५० पुरले आणि तेथे १२ किंवा १५ सोडले, ते गंभीरपणे जखमी झाले; पेशवे दक्षिणेकडे पळत आहेत।",human
"जनरल स्मिथ त्यांच्या मागे लागला आहे, यामुळे कदाचित बटालियन वाचली।",human
भारतीय राज्यघटनेतील २२ अधिकृत भाषांच्या यादीत मराठीचा समावेश आहे।,human
महाराष्ट्राची मायबोली मराठी असल्याने महाराष्ट्र दिनानिमित्त मराठी राजभाषा दिन अर्थात मराठी भाषा दिन १ मे रोजी साजरा करण्याचा ऐतिहासिक निर्णय आधुनिक महाराष्ट्राचे शिल्पकार वसंतराव नाईक यांनी घेतला।,human
"तत्कालिन मुख्यमंत्री वसंतराव नाईक यांच्या सरकारने मराठी राजभाषा अधिनियम, 1964 सर्वप्रथम 11 जानेवारी 1965 रोजी प्रसिद्ध केला।",human
"या अधिनियमानुसार, महाराष्ट्राची अधिकृत राजभाषा ही मराठी असेल, असे जाहीर करण्यात आले।",human
त्यानंतर 1966 पासून या निर्णयाची अंमलबजावणी सुरू झाली।,human
मराठीला राजभाषेचा दर्जा देऊन जणू मराठीचे राज्यभिषेक करून आधुनिक महाराष्ट्राचे शिल्पकार वसंंतराव नाईक सरकारने मराठीचा ऐतिहासिक गौरव केला।,human
मराठी ही महाराष्ट्र राज्याची एकमेव अधिकृत राजभाषा आहे।,human
गोवा राज्यात नियमानुसार कोकणी ही राजभाषा असली तरी मराठीचा वापर शासनाच्या सर्व कारणासाठी होऊ शकतो।,human
शासनाशी मराठीत होणाऱ्या पत्रव्यवहाराचे उत्तर मराठीतच दिले जाते।,human
दादरा व नगर हवेली या संघराज्यशासित प्रदेशात मराठी एक अधिकृत राजभाषा आहे।,human
"महाराष्ट्रातील सर्व विद्यापीठांत मराठीच्या उच्च शिक्षणाची सोय आहे तसेच महाराष्ट्राबाहेरील गोवा विद्यापीठ (पणजी), महाराजा सयाजीराव विद्यापीठ (बडोदे), उस्मानिया विद्यापीठ (तेलंगणा), गुलबर्गा विद्यापीठ, देवी अहिल्या विद्यापीठ (इंदूर) व जवाहरलाल नेहरू विश्वविद्यालय (नवी दिल्ली) येथे मराठी उच्चशिक्षण विभाग आहेत।",human
महाराष्ट्राबाहेरील एकूण १५ विद्यापीठांमध्ये मराठी शिकविली जाते।,human
"""अमुक वस्तुस्थिती असली तर अमुक गोष्ट घडते/घडणार, एरवी दुसऱ्या काही गोष्टी संभवतात"" हा तर्कशुद्ध विचारशक्तीचा/तर्कशुद्धताधिष्ठित कल्पनाशक्तीचा गाभा आहे।",human
ही तर्कशुद्ध विचारसरणी साधीसरळ असून सगळी माणसे ती नेहमी अर्थात सहजपणे वापरत असतात अशी बऱ्याच माणसांची एक अगदी चुकीची कल्पना असते।,human
वास्तविक बरीच माणसे फक्त माफक प्रमाणात तर्कशुद्ध विचार करू शकतात।,human
त्यात महत्त्वाची भर अशी की संबंधित वस्तुस्थितीचे ज्ञान माणसाला बऱ्याचदा अपुरे असते; (आणि खोल विचार करू शकणारी माणसे पुष्कळदा फक्त काही प्रांतांमधेच खोल विचार करू शकतात।,human
) जी माणसे खोल तर्कशुद्ध विचार करू शकतात त्यांच्याही तर्कशुद्ध विचारसरणीला मुख्यत्वे स्मृतीच्या अपुरेपणाने बरीच मर्यादा रहाते।,human
एक उघड उदाहरण म्हणजे आकडेमोड।,human
"आकडेमोडींमागे तर्कशुद्धता असते, आणि आकडेमोडींकरता स्मृतीचीह गरज असते।",human
पण स्मृतीच्या मर्यादिततेमुळे आपण माणसे मनातल्या मनात फक्त मोजक्या आकडेमोडी करू शकतो।,human
"इतकेच नव्हे तर कागदपेन्सिल वापरूनही खूप आकडेमोडी करायला आपल्याला बराच वेळ तर लागतोच, शिवाय रटाळपणामुळे कंटाळाही चट्कन येतो।",human
"आता एक अगदी खूप आश्चर्य वाटण्याजोगी बाब अशी की कोणतीही माहिती आकड्यांच्या रूपात प्रकट करता येते आणि कोणत्याही प्रांतातल्या ""अमुक वस्तुस्थिती असली तर अमुक गोष्ट घडते/घडणार, एरवी दुसऱ्या काही गोष्टी संभवतात"" ह्या विचारसरणीचे ""आकडेमोडीं""मधे रूपांतर करता येते ही अचाट कल्पना गेल्या शतकात माणसाच्या लक्षात आली।",human
"अर्थात गुंतागुंतीच्या तर्कशुद्ध विचारसरणी ""आकडेमोडीं""च्या रूपात करण्याकरता लाखो ""रटाळ"" आकडेमोडींची गरज असते।",human
"संगणक विज्ञान ही आज काळाची गरज आहे आपल्या निसर्गदत्त बुद्धीचा व्यावहारिक दृष्ट्या अफाट विस्तार करायला प्रचंड मदत करू शकणाऱ्या ""संगणक"" ह्या चीजेचा शोध माणसाच्या तीक्ष्ण बुद्धीने सुमारे साठसत्तर वर्षांपूर्वी लावला।",human
ती चीज अविश्वसनीय रीत्या अधिकाधिक प्रभावी करण्याचा माणसाचा उद्योग तेव्हापासून अविरतपणे चालू आहे।,human
"येत्या पन्नास, शंभर, पाचशे, हजार,।",human
वर्षात माणसाने संगणक किती प्रभावी केलेला असेल आणि त्यायोगे माणसाचे आयुष्य भविष्यकाळात कोणत्या प्रकारचे असेल ते पाहू शकणारा द्रष्टा ह्या पृथ्वीतलावर असणे अशक्य आहे।,human
"केवळ गेल्या पन्नास वर्षांच्या कालावधीत ""संगणक"" ह्या चीजेने माणसाचे आयुष्य पार बदलून टाकले आहे।",human
(त्यापूर्वी पंधराव्या शतकातल्या सुकर छ्पाईच्या शोधाने आणि अठराव्या शतकातल्या वाफेवर चालणाऱ्या यंत्रांच्या शोधाने माणसाच्या आयुष्यात महत्त्वाचे बदल केले होते)।,human
माणसाच्या निसर्गदत्त बुद्धीचा व्यावहारिक दृष्ट्या अफाट विस्तार करायला संगणक प्रचंड मदत करू शकतात ह्यामागे संगणकाची दोन वैशिष्ट्ये आहेत ती अशी : (त्यांपैकी समजा हेना ते फक्त एकच वैशिष्ट्य संगणकात असते तर संगणक ही चीज माणसाला निरुपयोगी ठरली असती)।,human
"वर लिहिलेल्या माणसाच्या स्मृतीच्या कोणत्याच मर्यादा निदान प्रभावी संगणकांना ""जवळजवळ"" लागू नाहीत हे हल्लीच्या संगणकांचे पहिले वैशिष्ट्य आहे।",human
"संगणक चालू ठेवणारी विद्युत ऊर्जा बंद पडली तर पूर्वी संगणक त्यांच्या स्मॄतीत माणसाने ""कोंबलेल्या"" सगळ्या गोष्टी एखाद्या अतिवृद्ध माणसाप्रमाणे तत्काळ कायमच्या विसरून जात असत।",human
पण तो प्रकार शास्त्रज्ञांनी/तंत्रज्ञांनी भिन्न रीतींनी झटपट जवळजवळ संपुष्टात आणला आहे।,human
किती गोष्टी संगणक लक्षात ठेवू शकतील ह्याची मर्यादाही शास्त्रज्ञ/तंत्रज्ञ दिवसेंदिवस वाढवत आहेत।,human
"आणि संगणकांच्या स्मॄतीत माणसाने ""कोंबलेल्या"" सगळ्या गोष्टी ते सर्वकाळ, शेंडी तुटो की पारंबी तुटो, अगदी अचूकपणॆ आठवत राहतील ह्या तिसऱ्या गोष्टीबाबतही शास्त्रज्ञांनी/तंत्रज्ञांनी एव्हाना खूप प्रगती केली आहे।",human
"संणकांचे दुसरे वैशिष्ट्य म्हणजे गुंतागुंतीच्या तर्कशुद्ध विचारसरणी ""आकडेमोडीं""च्या रूपात करण्याकरता ज्या लाखो ""रटाळ"" आकडेमोडींची गरज असते त्या रटाळ, कंटाळवाण्या न मानता काही सेकंदांमध्ये त्यांचा फडशा पाडणे हा संगणकांच्या ""हातचा मळ"" झाला आहे।",human
आणि कमीकमी वेळात आकडेमोडी करण्याचे संगणकांचे कसब शास्त्रज्ञ/तंत्रज्ञ दिवसेंदिवस वाढवत आहेत।,human
संगणकांना गरज असते ती फक्त माणसाकडून गुंतागुंतीच्या तर्कशुद्ध विचारसरणीबद्दल अचूक आणि निःसंदिग्ध सूचना मिळण्याची।,human
त्या सूचना संगणकांना विशद करायला जे बरेच कौशल्य लागते ते कौशल्य म्हणजे संगणकसंचालनविज्ञान।,human
"तर्कशुद्धतानधिष्ठित कल्पनाशक्ती (आणि गूढवादात्मक ""अंतर्ज्ञान"") ही माणसाच्या बुद्धीची वैशिष्ट्ये मात्र त्याच्या बुद्धीचे अपत्य असलेल्या संगणकाच्या (निदान सध्यातरी) पार आवाक्याबाहेरची आहेत।",human
"गोविंदाग्रजांच्या ""अरुण"" कवितेतल्यासारख्या कल्पनाशक्तीच्या भराऱ्या असलेली एखादी कविता लिहू शकणारा संगणक कोणी शास्त्रज्ञ/तंत्रज्ञ निदान येत्या पन्नासएक वर्षात निर्माण करू शकतील असे दिसत नाही।",human
पण माणसाच्या बुद्धीची झेप ती मर्यादा कधीच ओलांडणार नाही हे आज कोण निश्चितीने सांगू शकेल।,human
वाढत्या संगणक वापरामुळे जगातील सर्व माहिती ही क्षणार्धात उपलब्ध होते।,human
त्यामुळे सर्वांच्या समस्यांचे जलद निराकरण होते।,human
संगणकाचा शास्त्रीय संशोधनामध्ये वापर केला जातो।,human
भ ारतात संगणक आणण्यासाठी राजीव गांधीनी खूप प्रयत्न केले।,human
"भारतात कॉम्प्युटर आला होता सन 1952 मध्ये, ज्याला Dr।",human
Dwijish Dutta यांनी कोलकत्ता मध्ये भारतीय सांख्यिकी संस्था येथे स्थापन केला होता।,human
परंतु हा संगणक बाहेरून मागवला होता।,human
सिद्धार्थ हा पहिला कॉम्प्युटर होता जो भारतामध्ये बनला होता आणि Param 8000 हा पहिला सुपर कॉम्प्युटर होता जो भारतात बनला होता।,human
या सुपर कॉम्प्युटरला 1991 मध्ये विजय भटकर यांनी बनवलं होत।,human
प्रत्येक महिन्याला जवळजवळ 6000 नवीन कॉम्प्युटर व्हायरस तयार केले जातात।,human
पहिला कॉम्प्युटर माऊस हा लाकडाचा बनवला गेला होता।,human
ज्याला 1964 मध्ये Doug Engelbart Carl यांनी बनवलं होत।,human
एक साधारण माणूस 1 मिनिटात 20 वेळा आपल्या पापण्या झाकतो परंतु जेव्हा तो कॉम्प्युटर समोर बसतो तेव्हा तो फक्त 7 वेळा पापण्या झाकतो।,human
कोणत्याही टायपिंग करणाऱ्या माणसाची बोटे जवळजवळ दररोज 20 किलोमीटर अंतर पार करतात।,human
एकनाथांच्या भारुडांतून त्यांचा आध्यात्मिक अनुभव अगदी सोप्या भाषेत मांडला गेला आहे।,human
सदाचार आणि नीती यावर त्यांचा मोठा भर होता।,human
त्यामुळे समाजाला कळणारी भाषा व पेलणारे तत्त्वज्ञान त्यांच्या भारुडांत आढळते।,human
नाथांच्या भारुडांत विषयांची विविधता खूप आहे।,human
साऱ्या जीवनाचे अवलोकन आणि चिंतन या भारुडांमधून व्यक्त झाले आहे।,human
"भारुडांच्या रचनेत अध्यात्म, मनोरंजन, दोष-दुर्गुणांचे भंजन तसेच गूढगुंजन आहे।",human
"भारूड लिहिण्याच्या प्रयोजनांवरून व रचना संकेतांवरून एकनाथांची भारूडे ही आध्यात्मिक उद्बोधन, प्रबोधन व लोकरंजन साधण्यासाठी केलेली रूपकात्मक स्फुट रचना होय।",human
म्हणूनच संस्कृत वाङ्मयात जे स्थान पुराणांचे आहे तेच संत वाङ्मयात भारुडांचे आहे।,human
भारूडरचनांमध्ये नाट्यतत्त्वे ठासून भरलेली असतात।,human
त्यामुळे त्यांचे नाट्यरूपांतर सहजतेने होते।,human
भारूड हा प्रबोधनासाठी उपयुक्त असा काव्यप्रकार असल्याने बऱ्याच संप्रदायांनी त्याचा उपयोग करून घेतला आहे।,human
संस्कृत किंवा प्राकृत भाषेत भारूड हा शब्द भारूड या गीत प्रकाराला उद्देशून जरी असला तरी या भाषांमध्ये भारूड रचना उपलब्ध नाही।,human
त्यामुळे भारूड या काव्यरचनेचा उगम हा मराठी भाषेतच झाला।,human
संत ज्ञानेश्वर हेच भारुडाचे आद्यरचनाकार असावेत असा एक प्रवाह मानतो।,human
मात्र त्या आधीही भारुडे प्रचलित होती।,human
संत एकनाथ महाराजांनी भारूड या काव्यरचनेला शिखरावर नेऊन पोहोचविले।,human
भारूडातील विषय हे सर्वसामान्यांच्या परिचयाचे व नित्याच्या व्यवहारात वावरणारे व आढळणारे असतात।,human
"व्यवसाय, नाती-गोती, सामाजिक वृत्तिदर्शन, गाव, दैवी भूमिका, भूत-पिशाच्च, पशु-पक्षी, सण आदि बाबी असे विविध विषय एकनाथांच्या भारुडांत दिसून येतात।",human
